,level_0,index,price,year,manufacturer,model,condition,cylinders,odometer,transmission,type,state,age,Condition,Cylinders,Manufacturer,Transmission,Model,Type,bin
6649,6649,441733,22500,2017.0,dodge,challenger sxt,excellent,6 cylinders,12000.0,automatic,coupe,pa,3.0,3,6,11,0,670,8,10000-20000
6650,6650,441735,6000,2005.0,dodge,magnum,excellent,8 cylinders,80000.0,automatic,SUV,pa,15.0,3,8,11,0,2090,6,80000-90000
6651,6651,441743,11888,2006.0,gmc,sierra,excellent,8 cylinders,137810.0,automatic,truck,pa,14.0,3,8,22,0,503,5,130000-140000
6652,6652,441744,4998,2006.0,ford,explorer,good,6 cylinders,164932.0,automatic,SUV,pa,14.0,2,6,13,0,63,6,160000-170000
6653,6653,441745,4397,2010.0,chevrolet,impala lt,good,6 cylinders,101856.0,automatic,sedan,pa,10.0,2,6,9,0,250,0,100000-110000
6654,6654,441746,13000,2012.0,jeep,grand cherokee overland 4x4,excellent,8 cylinders,115000.0,automatic,SUV,pa,8.0,3,8,10,0,2091,6,110000-120000
6655,6655,441747,3997,2007.0,toyota,yaris hatchback,good,4 cylinders,57021.0,automatic,hatchback,pa,13.0,2,4,1,0,1914,1,50000-60000
6656,6656,441757,5300,2012.0,ford,focus,excellent,4 cylinders,115580.0,automatic,hatchback,pa,8.0,3,4,13,0,255,1,110000-120000
6657,6657,441758,3999,2010.0,chevrolet,impala,good,6 cylinders,122300.0,automatic,sedan,pa,10.0,2,6,9,0,331,0,120000-130000
6658,6658,441761,11000,2012.0,mazda,mazdaspeed3,excellent,4 cylinders,82000.0,manual,hatchback,pa,8.0,3,4,12,2,356,1,80000-90000
6659,6659,441762,17900,2007.0,toyota,tundra 4wd truck,excellent,8 cylinders,154248.0,automatic,pickup,pa,13.0,3,8,1,0,1050,3,150000-160000
6660,6660,441780,35450,2011.0,ford,f150 raptor supercrew,excellent,8 cylinders,62000.0,automatic,pickup,pa,9.0,3,8,13,0,2092,3,60000-70000
6661,6661,441781,10800,2012.0,nissan,quest,good,6 cylinders,66100.0,automatic,mini-van,pa,8.0,2,6,5,0,1243,9,60000-70000
6662,6662,441809,4995,2009.0,dodge,charger,good,8 cylinders,120433.0,automatic,sedan,pa,11.0,2,8,11,0,497,0,120000-130000
6663,6663,441817,3200,2009.0,mazda,3,good,4 cylinders,105401.0,manual,sedan,pa,11.0,2,4,12,2,715,0,100000-110000
6664,6664,441821,15995,2018.0,honda,accord sport,new,4 cylinders,25000.0,automatic,sedan,pa,2.0,5,4,14,0,2038,0,20000-30000
6665,6665,441822,11995,2017.0,honda,civic hatchback,new,4 cylinders,42000.0,automatic,hatchback,pa,3.0,5,4,14,0,2093,1,40000-50000
6666,6666,441823,14200,2009.0,toyota,tacoma,good,6 cylinders,125000.0,manual,truck,pa,11.0,2,6,1,2,159,5,120000-130000
6667,6667,441826,4750,2008.0,volvo,xc90 3.2 awd 3rd row,like new,6 cylinders,140000.0,automatic,SUV,pa,12.0,4,6,2,0,2074,6,140000-150000
6668,6668,441828,2900,2003.0,toyota,sienna le,good,6 cylinders,159000.0,automatic,mini-van,pa,17.0,2,6,1,0,187,9,150000-160000
6669,6669,441832,11900,2019.0,cadillac,sport best model,like new,4 cylinders,11300.0,automatic,SUV,pa,1.0,4,4,20,0,2094,6,10000-20000
6670,6670,441835,3500,2006.0,volvo,s60 2.5t,excellent,6 cylinders,128600.0,automatic,sedan,pa,14.0,3,6,2,0,2095,0,120000-130000
6671,6671,441855,6500,2007.0,ford,expedition,good,8 cylinders,71000.0,automatic,SUV,pa,13.0,2,8,13,0,26,6,70000-80000
6672,6672,441856,8500,2011.0,jeep,grand cherokee,good,6 cylinders,192000.0,automatic,SUV,pa,9.0,2,6,10,0,199,6,190000-200000
6673,6673,441874,4900,2012.0,volkswagen,jetta gli autoban,excellent,4 cylinders,159000.0,manual,sedan,pa,8.0,3,4,3,2,2096,0,150000-160000
6674,6674,441875,5500,2012.0,nissan,maxima,good,6 cylinders,111036.0,automatic,sedan,pa,8.0,2,6,5,0,119,0,110000-120000
6675,6675,441877,4500,2008.0,volkswagen,eos,good,4 cylinders,137163.0,automatic,convertible,pa,12.0,2,4,3,0,740,10,130000-140000
6676,6676,441879,4999,2009.0,mazda,mazda6,good,6 cylinders,130278.0,automatic,sedan,pa,11.0,2,6,12,0,1635,0,130000-140000
6677,6677,441880,3999,2009.0,nissan,quest,good,6 cylinders,116492.0,automatic,van,pa,11.0,2,6,5,0,1243,7,110000-120000
6678,6678,441881,17500,2014.0,gmc,sierra 1500,good,8 cylinders,63904.0,automatic,truck,pa,6.0,2,8,22,0,175,5,60000-70000
6679,6679,441882,4999,2009.0,honda,accord,good,6 cylinders,173226.0,automatic,sedan,pa,11.0,2,6,14,0,346,0,170000-180000
6680,6680,441883,8000,2012.0,nissan,rogue,good,4 cylinders,93545.0,automatic,SUV,pa,8.0,2,4,5,0,291,6,90000-100000
6681,6681,441884,14999,2009.0,mercedes-benz,cls-class,good,8 cylinders,77201.0,automatic,coupe,pa,11.0,2,8,15,0,125,8,70000-80000
6682,6682,441886,5999,2009.0,dodge,journey,good,8 cylinders,96916.0,automatic,SUV,pa,11.0,2,8,11,0,198,6,90000-100000
6683,6683,441887,6500,2013.0,hyundai,sonata,good,4 cylinders,110263.0,automatic,sedan,pa,7.0,2,4,4,0,27,0,110000-120000
6684,6684,441889,4800,2007.0,toyota,sienna,good,6 cylinders,105661.0,automatic,van,pa,13.0,2,6,1,0,368,7,100000-110000
6685,6685,441890,7999,2010.0,nissan,murano,good,6 cylinders,107961.0,automatic,SUV,pa,10.0,2,6,5,0,325,6,100000-110000
6686,6686,441892,3700,2006.0,nissan,murano,good,6 cylinders,154926.0,automatic,SUV,pa,14.0,2,6,5,0,325,6,150000-160000
6687,6687,441893,2500,2004.0,chevrolet,malibu maxx,good,6 cylinders,142920.0,automatic,sedan,pa,16.0,2,6,9,0,2097,0,140000-150000
6688,6688,441894,3000,2004.0,bmw,x3,good,6 cylinders,179430.0,automatic,SUV,pa,16.0,2,6,21,0,373,6,170000-180000
6689,6689,441895,4500,2007.0,dodge,nitro,good,6 cylinders,87785.0,automatic,SUV,pa,13.0,2,6,11,0,252,6,80000-90000
6690,6690,441896,2950,2008.0,toyota,yaris,good,4 cylinders,171000.0,automatic,sedan,pa,12.0,2,4,1,0,1493,0,170000-180000
6691,6691,441908,7999,2003.0,bmw,325ci,excellent,6 cylinders,57500.0,automatic,coupe,pa,17.0,3,6,21,0,2098,8,50000-60000
6692,6692,441951,10990,2012.0,bmw,535i xdrive,excellent,6 cylinders,135288.0,automatic,sedan,pa,8.0,3,6,21,0,2024,0,130000-140000
6693,6693,441956,14490,2012.0,ford,econoline,good,8 cylinders,80836.0,automatic,truck,pa,8.0,2,8,13,0,201,5,80000-90000
6694,6694,441959,16990,2013.0,chevrolet,silverado 3500hd,good,8 cylinders,174100.0,automatic,truck,pa,7.0,2,8,9,0,240,5,170000-180000
6695,6695,441960,18990,2015.0,chevrolet,express,good,8 cylinders,103335.0,automatic,truck,pa,5.0,2,8,9,0,241,5,100000-110000
6696,6696,441965,15990,2005.0,toyota,tundra,good,8 cylinders,66697.0,automatic,truck,pa,15.0,2,8,1,0,20,5,60000-70000
6697,6697,441967,10490,2009.0,chevrolet,express,good,8 cylinders,103523.0,automatic,van,pa,11.0,2,8,9,0,241,7,100000-110000
6698,6698,441969,15490,2011.0,chevrolet,silverado 2500hd,good,8 cylinders,102532.0,automatic,truck,pa,9.0,2,8,9,0,204,5,100000-110000
6699,6699,441975,15990,2013.0,ford,f-250 sd,good,8 cylinders,69357.0,automatic,truck,pa,7.0,2,8,13,0,200,5,60000-70000
6700,6700,441976,21990,2014.0,ram,2500,good,8 cylinders,121437.0,automatic,truck,pa,6.0,2,8,6,0,235,5,120000-130000
6701,6701,441977,26990,2006.0,gmc,c7e042,good,6 cylinders,58106.0,automatic,truck,pa,14.0,2,6,22,0,238,5,50000-60000
6702,6702,441978,29490,2015.0,ford,f-350 sd,good,8 cylinders,112150.0,automatic,truck,pa,5.0,2,8,13,0,239,5,110000-120000
6703,6703,441979,24990,2016.0,ford,transit,good,6 cylinders,113440.0,automatic,truck,pa,4.0,2,6,13,0,196,5,110000-120000
6704,6704,441980,23990,2015.0,chevrolet,express,good,8 cylinders,118710.0,automatic,truck,pa,5.0,2,8,9,0,241,5,110000-120000
6705,6705,441981,19990,2006.0,gmc,c7c042,good,6 cylinders,33285.0,automatic,truck,pa,14.0,2,6,22,0,242,5,30000-40000
6706,6706,441983,17990,2015.0,chevrolet,express,good,8 cylinders,113346.0,automatic,truck,pa,5.0,2,8,9,0,241,5,110000-120000
6707,6707,441984,28990,2005.0,gmc,c7c042,good,6 cylinders,71635.0,automatic,truck,pa,15.0,2,6,22,0,242,5,70000-80000
6708,6708,441986,17990,2015.0,ram,promaster city,good,4 cylinders,72565.0,automatic,truck,pa,5.0,2,4,6,0,103,5,70000-80000
6709,6709,441987,19990,2013.0,chevrolet,silverado 2500hd,good,8 cylinders,77755.0,automatic,truck,pa,7.0,2,8,9,0,204,5,70000-80000
6710,6710,441988,15990,2012.0,ford,f-250 sd,good,8 cylinders,113419.0,automatic,truck,pa,8.0,2,8,13,0,200,5,110000-120000
6711,6711,441989,16490,2012.0,ford,f-250 sd,good,8 cylinders,68289.0,automatic,truck,pa,8.0,2,8,13,0,200,5,60000-70000
6712,6712,441991,16990,2008.0,ford,econoline,good,8 cylinders,28462.0,automatic,truck,pa,12.0,2,8,13,0,201,5,20000-30000
6713,6713,441993,8990,2006.0,ford,econoline,good,8 cylinders,105429.0,automatic,van,pa,14.0,2,8,13,0,201,7,100000-110000
6714,6714,441994,4490,2010.0,kia,sportage,good,4 cylinders,118200.0,automatic,SUV,pa,10.0,2,4,27,0,243,6,110000-120000
6715,6715,441996,14990,2014.0,jeep,grand cherokee,good,6 cylinders,76638.0,automatic,SUV,pa,6.0,2,6,10,0,199,6,70000-80000
6716,6716,441999,20990,2015.0,ford,f-250 sd,good,8 cylinders,134794.0,automatic,truck,pa,5.0,2,8,13,0,200,5,130000-140000
6717,6717,442003,21990,2013.0,chevrolet,silverado 3500hd,good,8 cylinders,99748.0,automatic,truck,pa,7.0,2,8,9,0,240,5,90000-100000
6718,6718,442004,8490,2003.0,toyota,tundra,good,6 cylinders,104662.0,automatic,truck,pa,17.0,2,6,1,0,20,5,100000-110000
6719,6719,442006,10600,2007.0,chevrolet,silverado,good,8 cylinders,115000.0,automatic,truck,pa,13.0,2,8,9,0,171,5,110000-120000
6720,6720,442009,2500,2005.0,gmc,3500,good,8 cylinders,75000.0,automatic,van,pa,15.0,2,8,22,0,21,7,70000-80000
6721,6721,442015,13500,2017.0,mazda,3 touring,excellent,4 cylinders,9500.0,automatic,hatchback,pa,3.0,3,4,12,0,2099,1,0-10000
6722,6722,442016,3500,2008.0,ford,escape limited 4wd,excellent,6 cylinders,163000.0,automatic,SUV,pa,12.0,3,6,13,0,2100,6,160000-170000
6723,6723,442017,7500,2009.0,bmw,335i xdrive,excellent,6 cylinders,134000.0,manual,coupe,pa,11.0,3,6,21,2,2101,8,130000-140000
6724,6724,442018,21200,2015.0,infiniti,q60 journey coupe 2d,good,6 cylinders,31516.0,automatic,coupe,pa,5.0,2,6,7,0,957,8,30000-40000
6725,6725,442019,16700,2014.0,chevrolet,camaro lt coupe 2d,good,6 cylinders,69522.0,automatic,coupe,pa,6.0,2,6,9,0,902,8,60000-70000
6726,6726,442020,21300,2017.0,dodge,challenger sxt coupe 2d,good,6 cylinders,15433.0,other,coupe,pa,3.0,2,6,11,1,811,8,10000-20000
6727,6727,442024,11999,2007.0,mercedes-benz,slk350,excellent,6 cylinders,79000.0,automatic,convertible,pa,13.0,3,6,15,0,2102,10,70000-80000
6728,6728,442028,4500,2009.0,toyota,corolla,good,4 cylinders,126500.0,automatic,sedan,pa,11.0,2,4,1,0,34,0,120000-130000
6729,6729,442032,7999,2013.0,volkswagen,golf,like new,5 cylinders,113234.0,automatic,sedan,pa,7.0,4,5,3,0,1694,0,110000-120000
6730,6730,442033,6500,2011.0,subaru,impreza 2.5i wagon,good,4 cylinders,92000.0,other,hatchback,pa,9.0,2,4,0,1,2103,1,90000-100000
6731,6731,442034,4299,2006.0,subaru,b9 tribeca limited,like new,6 cylinders,170949.0,automatic,SUV,pa,14.0,4,6,0,0,2104,6,170000-180000
6732,6732,442035,2200,2002.0,buick,century custom,good,6 cylinders,72800.0,automatic,sedan,pa,18.0,2,6,18,0,2105,0,70000-80000
6733,6733,442036,7300,2007.0,infiniti,fx35,like new,6 cylinders,130994.0,automatic,SUV,pa,13.0,4,6,7,0,1349,6,130000-140000
6734,6734,442037,7500,2011.0,honda,pilot,like new,6 cylinders,179240.0,automatic,SUV,pa,9.0,4,6,14,0,419,6,170000-180000
6735,6735,442039,3950,2006.0,gmc,canyon,good,5 cylinders,180000.0,automatic,truck,pa,14.0,2,5,22,0,1414,5,180000-190000
6736,6736,442040,8800,2011.0,honda,pilot,good,6 cylinders,141567.0,automatic,SUV,pa,9.0,2,6,14,0,419,6,140000-150000
6737,6737,442041,13499,2014.0,honda,pilot,excellent,6 cylinders,77050.0,automatic,SUV,pa,6.0,3,6,14,0,419,6,70000-80000
6738,6738,442043,2499,2003.0,honda,odyssey,excellent,6 cylinders,199387.0,automatic,mini-van,pa,17.0,3,6,14,0,215,9,190000-200000
6739,6739,442044,18000,2008.0,ford,f150,excellent,6 cylinders,108000.0,manual,truck,pa,12.0,3,6,13,2,400,5,100000-110000
6740,6740,442045,6499,2012.0,honda,civic ex,like new,4 cylinders,133247.0,automatic,sedan,pa,8.0,4,4,14,0,89,0,130000-140000
6741,6741,442046,7800,2008.0,honda,accord,excellent,4 cylinders,68564.0,automatic,coupe,pa,12.0,3,4,14,0,346,8,60000-70000
6742,6742,442047,5500,2012.0,ford,focus se,excellent,4 cylinders,66268.0,automatic,sedan,pa,8.0,3,4,13,0,107,0,60000-70000
6743,6743,442051,9995,2013.0,nissan,altima,excellent,4 cylinders,84844.0,automatic,sedan,pa,7.0,3,4,5,0,219,0,80000-90000
6744,6744,442057,14299,2012.0,bmw,x6 xdrive35i,like new,6 cylinders,129375.0,automatic,SUV,pa,8.0,4,6,21,0,2106,6,120000-130000
6745,6745,442058,9999,2013.0,bmw,3-series 328i xdrive,like new,4 cylinders,107188.0,automatic,sedan,pa,7.0,4,4,21,0,2107,0,100000-110000
6746,6746,442059,13000,2013.0,bmw,3 series 328i,like new,6 cylinders,65009.0,automatic,sedan,pa,7.0,4,6,21,0,1785,0,60000-70000
6747,6747,442065,17000,2014.0,audi,q7 3.0 premium,like new,6 cylinders,67501.0,automatic,SUV,pa,6.0,4,6,19,0,2108,6,60000-70000
6748,6748,442066,2700,2005.0,hyundai,xg350,good,6 cylinders,119800.0,automatic,sedan,pa,15.0,2,6,4,0,35,0,110000-120000
6749,6749,442067,5999,2007.0,acura,rdx,like new,4 cylinders,157976.0,automatic,SUV,pa,13.0,4,4,17,0,258,6,150000-160000
6750,6750,442068,7800,2009.0,acura,mdx,like new,6 cylinders,178746.0,automatic,SUV,pa,11.0,4,6,17,0,450,6,170000-180000
6751,6751,442069,11995,2013.0,volkswagen,jetta sportwagen tdi,excellent,4 cylinders,76000.0,manual,wagon,pa,7.0,3,4,3,2,263,2,70000-80000
6752,6752,442070,7499,2009.0,toyota,rav4,excellent,4 cylinders,137648.0,automatic,SUV,pa,11.0,3,4,1,0,113,6,130000-140000
6753,6753,442072,2499,2006.0,dodge,grand caravan se,excellent,6 cylinders,105395.0,automatic,mini-van,pa,14.0,3,6,11,0,412,9,100000-110000
6754,6754,442073,4800,2006.0,honda,accord,good,6 cylinders,118625.0,automatic,sedan,pa,14.0,2,6,14,0,346,0,110000-120000
6755,6755,442075,4800,2006.0,honda,accord,good,6 cylinders,118625.0,automatic,sedan,pa,14.0,2,6,14,0,346,0,110000-120000
6756,6756,442086,4800,2006.0,honda,accord,good,6 cylinders,118625.0,automatic,sedan,pa,14.0,2,6,14,0,346,0,110000-120000
6757,6757,442089,2800,2007.0,dodge,caliber r/t awd,good,4 cylinders,128401.0,automatic,other,pa,13.0,2,4,11,0,2109,4,120000-130000
6758,6758,442092,4900,2013.0,gmc,terrain,excellent,4 cylinders,158695.0,automatic,SUV,pa,7.0,3,4,22,0,646,6,150000-160000
6759,6759,442093,4800,2010.0,ford,escape,excellent,4 cylinders,101124.0,automatic,SUV,pa,10.0,3,4,13,0,374,6,100000-110000
6760,6760,442098,8785,2013.0,kia,soul,excellent,4 cylinders,70290.0,automatic,sedan,pa,7.0,3,4,27,0,463,0,70000-80000
6761,6761,442116,4995,2006.0,jeep,commander,good,6 cylinders,148000.0,automatic,SUV,pa,14.0,2,6,10,0,161,6,140000-150000
6762,6762,442125,5300,2013.0,kia,rio,excellent,4 cylinders,101350.0,automatic,hatchback,pa,7.0,3,4,27,0,519,1,100000-110000
6763,6763,442128,10000,2007.0,toyota,4runner,excellent,6 cylinders,112600.0,automatic,SUV,pa,13.0,3,6,1,0,31,6,110000-120000
6764,6764,442133,15900,2005.0,gmc,sierra 2500 hd,excellent,8 cylinders,136000.0,automatic,pickup,pa,15.0,3,8,22,0,1573,3,130000-140000
6765,6765,442134,4500,2009.0,ford,escape xlt,good,6 cylinders,126040.0,automatic,SUV,pa,11.0,2,6,13,0,436,6,120000-130000
6766,6766,442135,5300,2012.0,nissan,altima,excellent,4 cylinders,128000.0,automatic,sedan,pa,8.0,3,4,5,0,219,0,120000-130000
6767,6767,442138,3295,2006.0,bmw,x3 3.0 awd,excellent,6 cylinders,144000.0,automatic,SUV,pa,14.0,3,6,21,0,2110,6,140000-150000
6768,6768,442142,8900,2011.0,ford,ranger xlt,excellent,4 cylinders,60000.0,automatic,truck,pa,9.0,3,4,13,0,1115,5,60000-70000
6769,6769,442147,11495,2014.0,ford,econoline e350,like new,8 cylinders,129513.0,automatic,van,pa,6.0,4,8,13,0,596,7,120000-130000
6770,6770,442148,18995,2006.0,ram,3500 mega cab,excellent,6 cylinders,193444.0,automatic,pickup,pa,14.0,3,6,6,0,1488,3,190000-200000
6771,6771,442158,7495,2010.0,chevrolet,equinox lt awd,excellent,6 cylinders,37000.0,automatic,SUV,pa,10.0,3,6,9,0,1018,6,30000-40000
6772,6772,442159,22500,2008.0,ford,f350 xl super duty 4x4,excellent,8 cylinders,38900.0,automatic,pickup,pa,12.0,3,8,13,0,2111,3,30000-40000
6773,6773,442164,10500,2013.0,nissan,altima,like new,4 cylinders,37308.0,automatic,sedan,pa,7.0,4,4,5,0,219,0,30000-40000
6774,6774,442190,24500,2016.0,mercedes-benz,sprinter 2500,like new,6 cylinders,100000.0,automatic,truck,pa,4.0,4,6,15,0,1147,5,100000-110000
6775,6775,442192,4200,2007.0,volkswagen,passat,good,4 cylinders,179000.0,automatic,sedan,pa,13.0,2,4,3,0,147,0,170000-180000
6776,6776,442195,17500,2014.0,ford,f-150,excellent,6 cylinders,76000.0,automatic,pickup,pa,6.0,3,6,13,0,141,3,70000-80000
6777,6777,442199,4300,2012.0,hyundai,sonata gls 4dr sedan,excellent,4 cylinders,178391.0,automatic,sedan,pa,8.0,3,4,4,0,1423,0,170000-180000
6778,6778,442205,19990,2018.0,buick,regal essence fwd,like new,4 cylinders,3000.0,automatic,sedan,pa,2.0,4,4,18,0,2112,0,0-10000
6779,6779,442221,5000,2007.0,honda,cr-v ex-l,good,4 cylinders,195500.0,automatic,SUV,pa,13.0,2,4,14,0,620,6,190000-200000
6780,6780,442230,3700,2004.0,toyota,camry,excellent,4 cylinders,136500.0,automatic,sedan,pa,16.0,3,4,1,0,73,0,130000-140000
6781,6781,442233,33000,2015.0,ford,f 250,excellent,8 cylinders,47000.0,automatic,pickup,pa,5.0,3,8,13,0,2113,3,40000-50000
6782,6782,442244,6000,2004.0,bmw,330ci,good,4 cylinders,141000.0,manual,convertible,pa,16.0,2,4,21,2,1549,10,140000-150000
6783,6783,442249,26600,2017.0,honda,ridgeline rtl pickup 4d 5,good,6 cylinders,35213.0,other,pickup,pa,3.0,2,6,14,1,969,3,30000-40000
6784,6784,442261,12500,2017.0,kia,optima,good,4 cylinders,47100.0,automatic,sedan,pa,3.0,2,4,27,0,385,0,40000-50000
6785,6785,442262,14900,2019.0,honda,civic hatchback,like new,4 cylinders,370.0,automatic,hatchback,pa,1.0,4,4,14,0,2093,1,0-10000
6786,6786,442277,2600,2007.0,chevrolet,malibu lt,like new,6 cylinders,67000.0,automatic,sedan,pa,13.0,4,6,9,0,986,0,60000-70000
6787,6787,442288,2499,2006.0,dodge,grand caravan se,excellent,6 cylinders,105395.0,automatic,mini-van,pa,14.0,3,6,11,0,412,9,100000-110000
6788,6788,442294,5600,2014.0,ford,flex sel,good,6 cylinders,89000.0,automatic,SUV,pa,6.0,2,6,13,0,2114,6,80000-90000
6789,6789,442297,3150,2004.0,hyundai,santa fe limited sport,excellent,6 cylinders,136000.0,automatic,sedan,pa,16.0,3,6,4,0,934,0,130000-140000
6790,6790,442300,24800,2016.0,ram,1500 quad cab express pickup,good,6 cylinders,23156.0,other,pickup,pa,4.0,2,6,6,1,90,3,20000-30000
6791,6791,442301,25100,2014.0,chevrolet,silverado 1500 double,good,8 cylinders,58403.0,other,pickup,pa,6.0,2,8,9,1,17,3,50000-60000
6792,6792,442302,33500,2019.0,toyota,tacoma double cab trd,good,6 cylinders,4449.0,other,pickup,pa,1.0,2,6,1,1,951,3,0-10000
6793,6793,442303,25300,2014.0,toyota,tundra double cab sr5,good,8 cylinders,87650.0,other,pickup,pa,6.0,2,8,1,1,941,3,80000-90000
6794,6794,442306,19800,2012.0,jeep,wrangler sport suv 2d,good,6 cylinders,90278.0,other,other,pa,8.0,2,6,10,1,61,4,90000-100000
6795,6795,442316,5200,2008.0,lincoln,mkx awd 4dr,excellent,6 cylinders,154000.0,automatic,SUV,pa,12.0,3,6,28,0,2115,6,150000-160000
6796,6796,442317,14000,2014.0,toyota,rav4,excellent,4 cylinders,45741.0,automatic,SUV,pa,6.0,3,4,1,0,113,6,40000-50000
6797,6797,442327,13500,2018.0,honda,civic,excellent,4 cylinders,14850.0,automatic,hatchback,pa,2.0,3,4,14,0,24,1,10000-20000
6798,6798,442330,31700,2014.0,gmc,sierra 1500 crew cab slt,good,8 cylinders,70660.0,automatic,pickup,pa,6.0,2,8,22,0,956,3,70000-80000
6799,6799,442335,11800,2015.0,nissan,altima,excellent,4 cylinders,61500.0,automatic,sedan,pa,5.0,3,4,5,0,219,0,60000-70000
6800,6800,442343,48000,2016.0,jeep,grand cherokee srt,like new,8 cylinders,39386.0,automatic,SUV,pa,4.0,4,8,10,0,2116,6,30000-40000
6801,6801,442373,5500,2014.0,ford,focus,excellent,4 cylinders,76000.0,automatic,sedan,pa,6.0,3,4,13,0,255,0,70000-80000
6802,6802,442378,3700,2005.0,honda,odyssey,good,6 cylinders,169000.0,automatic,mini-van,pa,15.0,2,6,14,0,215,9,160000-170000
6803,6803,442392,3275,2012.0,chevrolet,cruze lt,good,4 cylinders,113000.0,automatic,sedan,pa,8.0,2,4,9,0,567,0,110000-120000
6804,6804,442393,6500,2009.0,honda,odyssey ex,good,6 cylinders,102700.0,automatic,mini-van,pa,11.0,2,6,14,0,140,9,100000-110000
6805,6805,442405,9300,2013.0,ford,f150 4x4,excellent,8 cylinders,197614.0,automatic,truck,pa,7.0,3,8,13,0,1379,5,190000-200000
6806,6806,442407,7995,2012.0,chevrolet,equinox,excellent,4 cylinders,122695.0,automatic,SUV,pa,8.0,3,4,9,0,36,6,120000-130000
6807,6807,442411,7900,2007.0,gmc,yukon denali xl,like new,8 cylinders,179000.0,automatic,SUV,pa,13.0,4,8,22,0,2117,6,170000-180000
6808,6808,442463,8999,2010.0,ford,f-150 xlt 4x4,like new,8 cylinders,134564.0,automatic,pickup,pa,10.0,4,8,13,0,810,3,130000-140000
6809,6809,442465,16999,2019.0,chevrolet,trax lt,like new,4 cylinders,6000.0,automatic,SUV,pa,1.0,4,4,9,0,2118,6,0-10000
6810,6810,442468,7400,2006.0,honda,ridgeline rtl,excellent,6 cylinders,137000.0,automatic,truck,pa,14.0,3,6,14,0,1248,5,130000-140000
6811,6811,442479,2500,2002.0,honda,civic coupe ex,good,4 cylinders,135000.0,automatic,coupe,pa,18.0,2,4,14,0,753,8,130000-140000
6812,6812,442496,6850,2007.0,toyota,prius,excellent,4 cylinders,57378.0,automatic,hatchback,pa,13.0,3,4,1,0,213,1,50000-60000
6813,6813,442500,12995,2011.0,chevrolet,silverado 2500hd,excellent,8 cylinders,155823.0,automatic,pickup,pa,9.0,3,8,9,0,204,3,150000-160000
6814,6814,442501,11995,2010.0,ford,f-150,excellent,8 cylinders,138549.0,automatic,pickup,pa,10.0,3,8,13,0,141,3,130000-140000
6815,6815,442504,5990,2009.0,ford,crown victoria interceptor,excellent,8 cylinders,71795.0,automatic,sedan,pa,11.0,3,8,13,0,2119,0,70000-80000
6816,6816,442505,4990,2010.0,ford,crown victoria interceptor,excellent,8 cylinders,105348.0,automatic,sedan,pa,10.0,3,8,13,0,2119,0,100000-110000
6817,6817,442508,13750,2017.0,honda,civic,excellent,4 cylinders,43125.0,automatic,sedan,pa,3.0,3,4,14,0,24,0,40000-50000
