,level_0,index,price,year,manufacturer,model,condition,cylinders,odometer,transmission,type,state,age,Condition,Cylinders,Manufacturer,Transmission,Model,Type,bin
6465,6465,441000,19999,2015.0,gmc,sierra 1500,excellent,8 cylinders,50000.0,automatic,pickup,pa,5.0,3,8,22,0,175,3,50000-60000
6466,6466,441004,15000,2008.0,chevrolet,silverado 2500hd,good,8 cylinders,54500.0,automatic,pickup,pa,12.0,2,8,9,0,204,3,50000-60000
6467,6467,441005,4300,2014.0,nissan,altima 2.5 s,good,4 cylinders,64291.0,automatic,sedan,pa,6.0,2,4,5,0,777,0,60000-70000
6468,6468,441008,4000,2008.0,jeep,liberty,fair,6 cylinders,118000.0,automatic,SUV,pa,12.0,1,6,10,0,69,6,110000-120000
6469,6469,441017,4900,2008.0,volvo,s80 3.2,excellent,6 cylinders,140903.0,automatic,sedan,pa,12.0,3,6,2,0,108,0,140000-150000
6470,6470,441018,3900,2008.0,cadillac,cts,good,6 cylinders,131500.0,automatic,sedan,pa,12.0,2,6,20,0,1427,0,130000-140000
6471,6471,441020,3000,2006.0,chevrolet,silverado 1500,good,6 cylinders,135678.0,automatic,truck,pa,14.0,2,6,9,0,92,5,130000-140000
6472,6472,441026,6100,2010.0,chevrolet,malibu lt,excellent,4 cylinders,82255.0,automatic,sedan,pa,10.0,3,4,9,0,986,0,80000-90000
6473,6473,441028,11795,2013.0,nissan,juke sv awd midnight ed,good,4 cylinders,53000.0,automatic,SUV,pa,7.0,2,4,5,0,2053,6,50000-60000
6474,6474,441030,6990,2002.0,volkswagen,eurovan,excellent,6 cylinders,137035.0,automatic,van,pa,18.0,3,6,3,0,2054,7,130000-140000
6475,6475,441032,8000,2016.0,ford,focus,like new,4 cylinders,23000.0,automatic,hatchback,pa,4.0,4,4,13,0,255,1,20000-30000
6476,6476,441033,15500,2015.0,dodge,journey,excellent,6 cylinders,32000.0,automatic,SUV,pa,5.0,3,6,11,0,198,6,30000-40000
6477,6477,441046,10500,2004.0,ford,f150 stx 4x4,excellent,8 cylinders,105000.0,automatic,pickup,pa,16.0,3,8,13,0,2055,3,100000-110000
6478,6478,441052,2895,2004.0,pontiac,grand am se1,good,6 cylinders,90744.0,automatic,sedan,pa,16.0,2,6,24,0,2041,0,90000-100000
6479,6479,441058,3000,2008.0,kia,sedona,good,6 cylinders,94000.0,automatic,mini-van,pa,12.0,2,6,27,0,547,9,90000-100000
6480,6480,441059,25700,2016.0,ford,f150 supercrew cab xl,good,6 cylinders,49283.0,other,pickup,pa,4.0,2,6,13,1,151,3,40000-50000
6481,6481,441060,20400,2011.0,ram,1500 crew cab st pickup 4d 5,good,8 cylinders,97089.0,other,pickup,pa,9.0,2,8,6,1,2056,3,90000-100000
6482,6482,441064,7300,2002.0,ford,f-350 super duty xlt,good,8 cylinders,168783.0,automatic,truck,pa,18.0,2,8,13,0,2057,5,160000-170000
6483,6483,441072,30595,2017.0,toyota,tacoma,excellent,6 cylinders,28800.0,manual,pickup,pa,3.0,3,6,1,2,159,3,20000-30000
6484,6484,441081,5995,2012.0,chevrolet,cruze,excellent,4 cylinders,134000.0,automatic,sedan,pa,8.0,3,4,9,0,439,0,130000-140000
6485,6485,441085,4995,2007.0,hyundai,santa fe,good,6 cylinders,113932.0,automatic,SUV,pa,13.0,2,6,4,0,266,6,110000-120000
6486,6486,441092,4495,2006.0,ford,fusion,good,6 cylinders,95449.0,automatic,sedan,pa,14.0,2,6,13,0,87,0,90000-100000
6487,6487,441094,4495,2006.0,audi,a4 quattro,good,4 cylinders,120208.0,automatic,sedan,pa,14.0,2,4,19,0,134,0,120000-130000
6488,6488,441102,27100,2014.0,gmc,sierra 1500 crew cab sle,good,8 cylinders,71447.0,automatic,pickup,pa,6.0,2,8,22,0,787,3,70000-80000
6489,6489,441103,23200,2013.0,ford,f150 supercrew cab fx2,good,6 cylinders,92857.0,other,pickup,pa,7.0,2,6,13,1,2058,3,90000-100000
6490,6490,441111,4500,2009.0,chevrolet,impala,good,6 cylinders,89650.0,automatic,sedan,pa,11.0,2,6,9,0,331,0,80000-90000
6491,6491,441114,4995,2010.0,honda,odyssey,excellent,6 cylinders,184115.0,automatic,van,pa,10.0,3,6,14,0,215,7,180000-190000
6492,6492,441116,18500,2011.0,ford,f150 4x4,excellent,8 cylinders,23545.0,automatic,pickup,pa,9.0,3,8,13,0,1379,3,20000-30000
6493,6493,441126,4500,2009.0,nissan,murano,good,6 cylinders,196000.0,automatic,SUV,pa,11.0,2,6,5,0,325,6,190000-200000
6494,6494,441128,9995,2010.0,toyota,rav4,good,4 cylinders,107436.0,automatic,SUV,pa,10.0,2,4,1,0,113,6,100000-110000
6495,6495,441129,9995,2011.0,lincoln,mks,good,6 cylinders,121316.0,automatic,sedan,pa,9.0,2,6,28,0,1246,0,120000-130000
6496,6496,441130,5500,2008.0,lincoln,mkx,excellent,6 cylinders,154350.0,automatic,SUV,pa,12.0,3,6,28,0,775,6,150000-160000
6497,6497,441131,22000,2007.0,gmc,c7500,good,8 cylinders,51000.0,automatic,truck,pa,13.0,2,8,22,0,1566,5,50000-60000
6498,6498,441132,8995,2014.0,kia,sorento,excellent,4 cylinders,107364.0,automatic,SUV,pa,6.0,3,4,27,0,150,6,100000-110000
6499,6499,441133,8500,2014.0,ford,fusion se,good,4 cylinders,86007.0,automatic,sedan,pa,6.0,2,4,13,0,190,0,80000-90000
6500,6500,441142,3800,2008.0,chrysler,pt cruiser,excellent,4 cylinders,93000.0,automatic,sedan,pa,12.0,3,4,8,0,936,0,90000-100000
6501,6501,441147,7000,2007.0,chevrolet,silverado,good,8 cylinders,134301.0,automatic,truck,pa,13.0,2,8,9,0,171,5,130000-140000
6502,6502,441148,6750,2007.0,toyota,tacoma,excellent,4 cylinders,161000.0,automatic,truck,pa,13.0,3,4,1,0,159,5,160000-170000
6503,6503,441149,3500,2005.0,chevrolet,express 2500,fair,8 cylinders,193000.0,automatic,van,pa,15.0,1,8,9,0,595,7,190000-200000
6504,6504,441151,5000,2005.0,ram,2500 slt 4x4,good,8 cylinders,183000.0,automatic,pickup,pa,15.0,2,8,6,0,1104,3,180000-190000
6505,6505,441152,2500,2002.0,bmw,3 series 325i,fair,6 cylinders,128000.0,automatic,sedan,pa,18.0,1,6,21,0,2059,0,120000-130000
6506,6506,441155,12995,2015.0,nissan,altima,excellent,4 cylinders,53000.0,automatic,coupe,pa,5.0,3,4,5,0,219,8,50000-60000
6507,6507,441160,6250,2010.0,honda,civic,excellent,4 cylinders,124000.0,automatic,sedan,pa,10.0,3,4,14,0,24,0,120000-130000
6508,6508,441162,4000,2002.0,mercedes-benz,benz c320,excellent,6 cylinders,146252.0,automatic,sedan,pa,18.0,3,6,15,0,2060,0,140000-150000
6509,6509,441168,13500,2016.0,honda,accord,excellent,4 cylinders,76284.0,automatic,sedan,pa,4.0,3,4,14,0,346,0,70000-80000
6510,6510,441169,14500,2013.0,audi,a6,excellent,6 cylinders,100000.0,automatic,sedan,pa,7.0,3,6,19,0,2044,0,100000-110000
6511,6511,441172,2999,2004.0,mercedes-benz,benz ml350,good,6 cylinders,146000.0,automatic,SUV,pa,16.0,2,6,15,0,452,6,140000-150000
6512,6512,441177,6500,2011.0,kia,optima,excellent,4 cylinders,92000.0,automatic,sedan,pa,9.0,3,4,27,0,385,0,90000-100000
6513,6513,441206,15000,2018.0,nissan,nv200,excellent,4 cylinders,9100.0,automatic,van,pa,2.0,3,4,5,0,2061,7,0-10000
6514,6514,441208,15900,2017.0,ford,escape se,excellent,4 cylinders,22800.0,automatic,SUV,pa,3.0,3,4,13,0,1013,6,20000-30000
6515,6515,441209,15500,2018.0,ford,transit connect xl lwb,like new,4 cylinders,27000.0,automatic,van,pa,2.0,4,4,13,0,2062,7,20000-30000
6516,6516,441218,5500,2006.0,audi,a4 2.0t quattro,excellent,4 cylinders,124000.0,automatic,wagon,pa,14.0,3,4,19,0,206,2,120000-130000
6517,6517,441224,3500,2006.0,hyundai,azera,good,6 cylinders,116851.0,automatic,sedan,pa,14.0,2,6,4,0,313,0,110000-120000
6518,6518,441226,3599,2001.0,chevrolet,suburban,good,8 cylinders,135698.0,automatic,SUV,pa,19.0,2,8,9,0,339,6,130000-140000
6519,6519,441241,3900,2006.0,subaru,forester,good,4 cylinders,71429.0,automatic,sedan,pa,14.0,2,4,0,0,363,0,70000-80000
6520,6520,441248,4900,2006.0,lexus,rx,good,6 cylinders,173927.0,automatic,SUV,pa,14.0,2,6,16,0,2063,6,170000-180000
6521,6521,441249,5600,2008.0,volkswagen,touareg,excellent,6 cylinders,154500.0,automatic,SUV,pa,12.0,3,6,3,0,1133,6,150000-160000
6522,6522,441253,8500,2005.0,toyota,tacoma,excellent,6 cylinders,190000.0,automatic,truck,pa,15.0,3,6,1,0,159,5,190000-200000
6523,6523,441255,5900,2008.0,bmw,335xi,good,6 cylinders,81501.0,automatic,sedan,pa,12.0,2,6,21,0,1890,0,80000-90000
6524,6524,441258,9495,2011.0,bmw,3 series 328i xdrive,like new,6 cylinders,70450.0,automatic,sedan,pa,9.0,4,6,21,0,2064,0,70000-80000
6525,6525,441259,4495,2008.0,toyota,corolla le,good,4 cylinders,181000.0,automatic,sedan,pa,12.0,2,4,1,0,223,0,180000-190000
6526,6526,441263,4995,2002.0,jeep,liberty sport,excellent,6 cylinders,89800.0,automatic,SUV,pa,18.0,3,6,10,0,399,6,80000-90000
6527,6527,441264,6200,2010.0,honda,civic,excellent,4 cylinders,43900.0,manual,coupe,pa,10.0,3,4,14,2,24,8,40000-50000
6528,6528,441269,17621,2009.0,ford,f-150,excellent,8 cylinders,97945.0,automatic,pickup,pa,11.0,3,8,13,0,141,3,90000-100000
6529,6529,441270,23500,2017.0,jeep,wrangler unlimited,excellent,6 cylinders,60000.0,automatic,SUV,pa,3.0,3,6,10,0,393,6,60000-70000
6530,6530,441280,6800,2012.0,volkswagen,jetta,excellent,5 cylinders,84000.0,automatic,sedan,pa,8.0,3,5,3,0,53,0,80000-90000
6531,6531,441286,2999,2003.0,volvo,s60,excellent,5 cylinders,130000.0,automatic,sedan,pa,17.0,3,5,2,0,37,0,130000-140000
6532,6532,441289,8250,2011.0,nissan,juke,excellent,4 cylinders,92633.0,automatic,wagon,pa,9.0,3,4,5,0,1347,2,90000-100000
6533,6533,441290,6685,2012.0,hyundai,elantra touring,excellent,4 cylinders,101902.0,automatic,wagon,pa,8.0,3,4,4,0,1903,2,100000-110000
6534,6534,441292,8225,2012.0,chevrolet,cruze,excellent,4 cylinders,89697.0,automatic,sedan,pa,8.0,3,4,9,0,439,0,80000-90000
6535,6535,441300,2400,2009.0,chrysler,300,fair,6 cylinders,126252.0,automatic,sedan,pa,11.0,1,6,8,0,214,0,120000-130000
6536,6536,441302,11990,2008.0,dodge,dakota,excellent,8 cylinders,90408.0,automatic,truck,pa,12.0,3,8,11,0,160,5,90000-100000
6537,6537,441307,3995,2006.0,audi,a4 quattro,excellent,4 cylinders,117000.0,automatic,sedan,pa,14.0,3,4,19,0,134,0,110000-120000
6538,6538,441311,32500,2017.0,ford,f150 supercrew cab xlt,good,8 cylinders,36373.0,automatic,pickup,pa,3.0,2,8,13,0,19,3,30000-40000
6539,6539,441315,8699,2010.0,chrysler,town&country touring,good,6 cylinders,73400.0,automatic,mini-van,pa,10.0,2,6,8,0,2065,9,70000-80000
6540,6540,441316,16000,2001.0,ford,f-250,good,8 cylinders,191900.0,manual,pickup,pa,19.0,2,8,13,2,76,3,190000-200000
6541,6541,441317,17500,2016.0,gmc,sierra,excellent,8 cylinders,18050.0,automatic,pickup,pa,4.0,3,8,22,0,503,3,10000-20000
6542,6542,441320,7300,2015.0,hyundai,elantra se,excellent,4 cylinders,95887.0,automatic,sedan,pa,5.0,3,4,4,0,722,0,90000-100000
6543,6543,441325,2400,2006.0,dodge,grand caravan se,excellent,6 cylinders,105395.0,automatic,mini-van,pa,14.0,3,6,11,0,412,9,100000-110000
6544,6544,441332,2575,2005.0,toyota,camry xle,good,4 cylinders,190912.0,automatic,sedan,pa,15.0,2,4,1,0,189,0,190000-200000
6545,6545,441350,3500,2003.0,toyota,camry le,good,4 cylinders,107000.0,automatic,sedan,pa,17.0,2,4,1,0,1,0,100000-110000
6546,6546,441352,9900,2012.0,acura,tsx,excellent,4 cylinders,147000.0,automatic,sedan,pa,8.0,3,4,17,0,685,0,140000-150000
6547,6547,441358,10499,2012.0,volvo,xc70,excellent,6 cylinders,120000.0,automatic,wagon,pa,8.0,3,6,2,0,557,2,120000-130000
6548,6548,441359,19499,2016.0,chevrolet,silverado 1500 lt z71,excellent,8 cylinders,127900.0,automatic,pickup,pa,4.0,3,8,9,0,734,3,120000-130000
6549,6549,441361,9995,2013.0,chevrolet,traverse,excellent,6 cylinders,107401.0,automatic,SUV,pa,7.0,3,6,9,0,96,6,100000-110000
6550,6550,441362,15999,2014.0,ford,f-150 xlt 4x4,excellent,4 cylinders,129350.0,automatic,pickup,pa,6.0,3,4,13,0,810,3,120000-130000
6551,6551,441363,5700,2009.0,acura,tsx tech pkg,excellent,4 cylinders,190159.0,automatic,sedan,pa,11.0,3,4,17,0,1899,0,190000-200000
6552,6552,441364,6299,2010.0,ford,e-250 extended van,excellent,8 cylinders,176800.0,automatic,wagon,pa,10.0,3,8,13,0,2066,2,170000-180000
6553,6553,441365,8200,2011.0,mazda,3s,excellent,4 cylinders,79500.0,automatic,hatchback,pa,9.0,3,4,12,0,2067,1,70000-80000
6554,6554,441366,11999,2006.0,honda,accord hybrid,excellent,4 cylinders,91700.0,automatic,wagon,pa,14.0,3,4,14,0,2068,2,90000-100000
6555,6555,441367,12499,2013.0,honda,cr-v ex-l,excellent,4 cylinders,121600.0,automatic,SUV,pa,7.0,3,4,14,0,620,6,120000-130000
6556,6556,441368,11599,2010.0,ram,1500 slt 4x4,excellent,8 cylinders,136300.0,automatic,pickup,pa,10.0,3,8,6,0,653,3,130000-140000
6557,6557,441374,7295,2007.0,bmw,328xi,excellent,6 cylinders,78250.0,automatic,sedan,pa,13.0,3,6,21,0,1492,0,70000-80000
6558,6558,441375,6777,2014.0,ram,cargo van,excellent,6 cylinders,113800.0,automatic,mini-van,pa,6.0,3,6,6,0,1236,9,110000-120000
6559,6559,441377,13499,2012.0,ram,1500,excellent,8 cylinders,132250.0,automatic,pickup,pa,8.0,3,8,6,0,41,3,130000-140000
6560,6560,441378,9999,2013.0,ram,1500 slt,excellent,8 cylinders,119500.0,automatic,pickup,pa,7.0,3,8,6,0,2069,3,110000-120000
6561,6561,441379,9400,2014.0,nissan,maxima s,like new,6 cylinders,89000.0,automatic,sedan,pa,6.0,4,6,5,0,1302,0,80000-90000
6562,6562,441382,8499,2013.0,toyota,prius iv,excellent,4 cylinders,149400.0,automatic,hatchback,pa,7.0,3,4,1,0,2070,1,140000-150000
6563,6563,441383,8999,2014.0,toyota,prius c,excellent,4 cylinders,90800.0,automatic,hatchback,pa,6.0,3,4,1,0,1754,1,90000-100000
6564,6564,441384,5999,2008.0,toyota,camry solara convertible,excellent,6 cylinders,149000.0,automatic,convertible,pa,12.0,3,6,1,0,2071,10,140000-150000
6565,6565,441385,11499,2015.0,toyota,camry hybrid,excellent,4 cylinders,102280.0,automatic,sedan,pa,5.0,3,4,1,0,577,0,100000-110000
6566,6566,441386,7777,2009.0,toyota,rav4,excellent,4 cylinders,134300.0,automatic,SUV,pa,11.0,3,4,1,0,113,6,130000-140000
6567,6567,441387,27700,2018.0,nissan,frontier crew cab pro-4x,good,6 cylinders,12088.0,other,pickup,pa,2.0,2,6,5,1,871,3,10000-20000
6568,6568,441388,10999,2010.0,toyota,highlander,excellent,6 cylinders,115200.0,automatic,SUV,pa,10.0,3,6,1,0,218,6,110000-120000
6569,6569,441389,15999,2011.0,toyota,4runner sr5,excellent,6 cylinders,151500.0,automatic,SUV,pa,9.0,3,6,1,0,183,6,150000-160000
6570,6570,441390,5999,2011.0,volkswagen,jetta se,excellent,4 cylinders,89300.0,automatic,sedan,pa,9.0,3,4,3,0,600,0,80000-90000
6571,6571,441391,6999,2008.0,volkswagen,touareg 2 v6 3.6,excellent,6 cylinders,107500.0,automatic,SUV,pa,12.0,3,6,3,0,2072,6,100000-110000
6572,6572,441392,3500,2009.0,chevrolet,cobalt lt,excellent,4 cylinders,120569.0,automatic,sedan,pa,11.0,3,4,9,0,429,0,120000-130000
6573,6573,441405,4900,2003.0,toyota,4runner sport,good,8 cylinders,131103.0,automatic,SUV,pa,17.0,2,8,1,0,2073,6,130000-140000
6574,6574,441417,4750,2008.0,volvo,xc90 3.2 awd 3rd row,like new,6 cylinders,140000.0,automatic,SUV,pa,12.0,4,6,2,0,2074,6,140000-150000
6575,6575,441439,3000,2005.0,kia,sorento lx,excellent,4 cylinders,136000.0,automatic,SUV,pa,15.0,3,4,27,0,597,6,130000-140000
6576,6576,441440,18500,2013.0,hyundai,genesis coupe 3.8 track,good,6 cylinders,62127.0,other,coupe,pa,7.0,2,6,4,1,1030,8,60000-70000
6577,6577,441451,5700,2010.0,chrysler,town and country,good,6 cylinders,107000.0,automatic,mini-van,pa,10.0,2,6,8,0,317,9,100000-110000
6578,6578,441457,3500,2006.0,nissan,murano sl awd,excellent,6 cylinders,178000.0,automatic,SUV,pa,14.0,3,6,5,0,40,6,170000-180000
6579,6579,441461,5200,2006.0,nissan,murano se awd,good,6 cylinders,120800.0,automatic,SUV,pa,14.0,2,6,5,0,823,6,120000-130000
6580,6580,441463,9300,2008.0,toyota,fj cruiser 4x4,excellent,6 cylinders,169000.0,manual,offroad,pa,12.0,3,6,1,2,1007,11,160000-170000
6581,6581,441466,5495,2005.0,chrysler,300,good,6 cylinders,74000.0,automatic,sedan,pa,15.0,2,6,8,0,214,0,70000-80000
6582,6582,441470,3500,2006.0,ford,explorer xlt,good,6 cylinders,156000.0,automatic,SUV,pa,14.0,2,6,13,0,1648,6,150000-160000
6583,6583,441471,6000,2007.0,bmw,3 series,excellent,6 cylinders,128000.0,other,coupe,pa,13.0,3,6,21,1,136,8,120000-130000
6584,6584,441474,2500,2004.0,chevrolet,trailblazer ext,excellent,6 cylinders,167734.0,automatic,SUV,pa,16.0,3,6,9,0,1898,6,160000-170000
6585,6585,441476,8500,2014.0,volkswagen,jetta sportwagen tdi,excellent,4 cylinders,97900.0,automatic,wagon,pa,6.0,3,4,3,0,263,2,90000-100000
6586,6586,441478,6700,2005.0,bmw,525i,excellent,6 cylinders,124000.0,automatic,sedan,pa,15.0,3,6,21,0,1495,0,120000-130000
6587,6587,441498,17500,2007.0,ford,f450,excellent,8 cylinders,91000.0,automatic,truck,pa,13.0,3,8,13,0,1532,5,90000-100000
6588,6588,441501,9999,2017.0,volkswagen,tiguan 4motion s,excellent,4 cylinders,99000.0,automatic,SUV,pa,3.0,3,4,3,0,2075,6,90000-100000
6589,6589,441505,4200,2006.0,honda,odyssey ex-l,excellent,6 cylinders,132000.0,automatic,mini-van,pa,14.0,3,6,14,0,251,9,130000-140000
6590,6590,441516,5500,2005.0,lexus,r 330,good,6 cylinders,147000.0,automatic,SUV,pa,15.0,2,6,16,0,2076,6,140000-150000
6591,6591,441518,5999,2011.0,honda,accord,excellent,4 cylinders,140715.0,automatic,sedan,pa,9.0,3,4,14,0,346,0,140000-150000
6592,6592,441521,6999,2013.0,kia,optima lx hybrid,excellent,4 cylinders,112000.0,automatic,sedan,pa,7.0,3,4,27,0,2077,0,110000-120000
6593,6593,441537,3395,2002.0,toyota,sienna le,excellent,6 cylinders,149183.0,automatic,van,pa,18.0,3,6,1,0,187,7,140000-150000
6594,6594,441549,9499,2018.0,kia,soul,excellent,4 cylinders,48536.0,automatic,SUV,pa,2.0,3,4,27,0,463,6,40000-50000
6595,6595,441550,3900,2008.0,mazda,3i touring,excellent,4 cylinders,107000.0,automatic,sedan,pa,12.0,3,4,12,0,2078,0,100000-110000
6596,6596,441554,16900,2014.0,audi,a5 2.0t quattro prestige,like new,4 cylinders,39000.0,automatic,coupe,pa,6.0,4,4,19,0,2079,8,30000-40000
6597,6597,441559,3900,2010.0,subaru,impreza,good,4 cylinders,161800.0,automatic,sedan,pa,10.0,2,4,0,0,409,0,160000-170000
6598,6598,441565,29800,2012.0,mercedes-benz,sl-class sl 550,good,8 cylinders,49788.0,automatic,other,pa,8.0,2,8,15,0,933,4,40000-50000
6599,6599,441573,2950,2002.0,toyota,camry,good,4 cylinders,157000.0,automatic,sedan,pa,18.0,2,4,1,0,73,0,150000-160000
6600,6600,441580,9999,2015.0,toyota,camry hybrid,excellent,4 cylinders,78000.0,manual,sedan,pa,5.0,3,4,1,2,577,0,70000-80000
6601,6601,441581,5200,2006.0,mercury,grand marquis ls,excellent,8 cylinders,74395.0,automatic,sedan,pa,14.0,3,8,29,0,294,0,70000-80000
6602,6602,441585,5495,2006.0,honda,accord,excellent,4 cylinders,76150.0,automatic,sedan,pa,14.0,3,4,14,0,346,0,70000-80000
6603,6603,441589,3495,2007.0,hyundai,tucson limited,excellent,6 cylinders,140880.0,automatic,SUV,pa,13.0,3,6,4,0,2080,6,140000-150000
6604,6604,441590,2995,2008.0,toyota,yaris,good,4 cylinders,139500.0,automatic,hatchback,pa,12.0,2,4,1,0,1493,1,130000-140000
6605,6605,441605,22300,2013.0,ram,1500 regular cab express,good,8 cylinders,48276.0,other,pickup,pa,7.0,2,8,6,1,950,3,40000-50000
6606,6606,441606,31700,2016.0,toyota,tacoma double cab trd,good,6 cylinders,21104.0,other,pickup,pa,4.0,2,6,1,1,951,3,20000-30000
6607,6607,441611,2200,2002.0,dodge,durango sxt,good,8 cylinders,145000.0,automatic,truck,pa,18.0,2,8,11,0,1870,5,140000-150000
6608,6608,441616,6700,2012.0,dodge,journey rt,excellent,6 cylinders,147000.0,automatic,mini-van,pa,8.0,3,6,11,0,1410,9,140000-150000
6609,6609,441621,19200,2012.0,nissan,370z coupe 2d,good,6 cylinders,54457.0,automatic,coupe,pa,8.0,2,6,5,0,1058,8,50000-60000
6610,6610,441622,31200,2017.0,toyota,tacoma double cab trd,good,6 cylinders,26133.0,other,pickup,pa,3.0,2,6,1,1,951,3,20000-30000
6611,6611,441623,39200,2016.0,gmc,sierra 2500 hd double cab,good,8 cylinders,11599.0,automatic,pickup,pa,4.0,2,8,22,0,970,3,10000-20000
6612,6612,441628,13499,2016.0,nissan,rogue sv,excellent,4 cylinders,57471.0,automatic,SUV,pa,4.0,3,4,5,0,391,6,50000-60000
6613,6613,441630,19300,2018.0,chevrolet,express cargo van,like new,8 cylinders,12352.0,automatic,van,pa,2.0,4,8,9,0,1662,7,10000-20000
6614,6614,441650,4800,2008.0,honda,civic lx 4dr sedan,excellent,4 cylinders,97762.0,automatic,sedan,pa,12.0,3,4,14,0,2081,0,90000-100000
6615,6615,441654,2999,2001.0,infiniti,g20,like new,4 cylinders,95000.0,automatic,sedan,pa,19.0,4,4,7,0,2082,0,90000-100000
6616,6616,441656,16499,2010.0,ford,e-350,like new,8 cylinders,131513.0,automatic,van,pa,10.0,4,8,13,0,563,7,130000-140000
6617,6617,441667,13999,2011.0,ford,f-250 sd 4wd,excellent,8 cylinders,118322.0,automatic,truck,pa,9.0,3,8,13,0,935,5,110000-120000
6618,6618,441669,9885,2012.0,hyundai,santa fe,excellent,6 cylinders,109498.0,automatic,SUV,pa,8.0,3,6,4,0,266,6,100000-110000
6619,6619,441670,8185,2014.0,chevrolet,captiva sport fleet,excellent,4 cylinders,127500.0,automatic,SUV,pa,6.0,3,4,9,0,2083,6,120000-130000
6620,6620,441671,5900,2010.0,honda,odessey,excellent,6 cylinders,135149.0,automatic,mini-van,pa,10.0,3,6,14,0,1675,9,130000-140000
6621,6621,441675,4100,2008.0,saturn,aura,good,6 cylinders,77182.0,automatic,sedan,pa,12.0,2,6,31,0,1782,0,70000-80000
6622,6622,441676,4350,2009.0,honda,fit sport hatchback,excellent,4 cylinders,121500.0,automatic,hatchback,pa,11.0,3,4,14,0,703,1,120000-130000
6623,6623,441683,16995,2008.0,ford,super duty f-350 srw,excellent,8 cylinders,194807.0,automatic,pickup,pa,12.0,3,8,13,0,1009,3,190000-200000
6624,6624,441684,2300,2003.0,pontiac,grand am gt,excellent,6 cylinders,124000.0,automatic,sedan,pa,17.0,3,6,24,0,2084,0,120000-130000
6625,6625,441691,16200,2018.0,dodge,journey crossroad sport,good,6 cylinders,48316.0,other,other,pa,2.0,2,6,11,1,1291,4,40000-50000
6626,6626,441693,20300,2015.0,acura,rdx sport utility 4d,good,6 cylinders,46063.0,automatic,other,pa,5.0,2,6,17,0,1143,4,40000-50000
6627,6627,441695,4250,2006.0,lexus,es330,excellent,4 cylinders,137100.0,automatic,sedan,pa,14.0,3,4,16,0,2085,0,130000-140000
6628,6628,441696,6999,2012.0,honda,accord,good,6 cylinders,122691.0,manual,coupe,pa,8.0,2,6,14,2,346,8,120000-130000
6629,6629,441697,6550,2012.0,subaru,forester,excellent,4 cylinders,130500.0,manual,SUV,pa,8.0,3,4,0,2,363,6,130000-140000
6630,6630,441703,11950,2017.0,toyota,camry,excellent,6 cylinders,37150.0,automatic,sedan,pa,3.0,3,6,1,0,73,0,30000-40000
6631,6631,441704,4750,2008.0,volvo,xc90 3.2 awd 3rd row,like new,6 cylinders,140000.0,automatic,SUV,pa,12.0,4,6,2,0,2074,6,140000-150000
6632,6632,441707,12000,2015.0,jeep,cherokee,good,6 cylinders,75416.0,automatic,SUV,pa,5.0,2,6,10,0,426,6,70000-80000
6633,6633,441708,15750,2018.0,kia,sportage,good,4 cylinders,28894.0,automatic,wagon,pa,2.0,2,4,27,0,243,2,20000-30000
6634,6634,441709,16500,2015.0,jeep,grand cherokee,good,6 cylinders,94014.0,automatic,SUV,pa,5.0,2,6,10,0,199,6,90000-100000
6635,6635,441710,12000,2019.0,nissan,sentra,good,4 cylinders,12416.0,automatic,sedan,pa,1.0,2,4,5,0,333,0,10000-20000
6636,6636,441711,18750,2019.0,toyota,camry,good,4 cylinders,14498.0,other,sedan,pa,1.0,2,4,1,1,73,0,10000-20000
6637,6637,441712,11350,2013.0,ford,f-150,good,6 cylinders,145474.0,automatic,truck,pa,7.0,2,6,13,0,141,5,140000-150000
6638,6638,441713,8950,2011.0,honda,odyssey,good,6 cylinders,145370.0,automatic,van,pa,9.0,2,6,14,0,215,7,140000-150000
6639,6639,441714,12320,2016.0,ford,transit connect,good,4 cylinders,108888.0,automatic,van,pa,4.0,2,4,13,0,268,7,100000-110000
6640,6640,441715,9900,2015.0,chevrolet,equinox,good,4 cylinders,114713.0,automatic,SUV,pa,5.0,2,4,9,0,36,6,110000-120000
6641,6641,441716,13330,2018.0,toyota,corolla,good,4 cylinders,28849.0,automatic,sedan,pa,2.0,2,4,1,0,34,0,20000-30000
6642,6642,441717,7500,2012.0,hyundai,santa fe,good,4 cylinders,101282.0,automatic,wagon,pa,8.0,2,4,4,0,266,2,100000-110000
6643,6643,441719,8999,2012.0,ford,super duty f-250 srw,good,8 cylinders,157988.0,automatic,truck,pa,8.0,2,8,13,0,197,5,150000-160000
6644,6644,441720,8250,2006.0,ford,super duty f-350 srw,good,8 cylinders,124921.0,automatic,truck,pa,14.0,2,8,13,0,1009,5,120000-130000
6645,6645,441721,4500,2005.0,honda,accord sdn,good,4 cylinders,98617.0,automatic,sedan,pa,15.0,2,4,14,0,2086,0,90000-100000
6646,6646,441728,3200,2006.0,kia,sorrento,excellent,6 cylinders,111000.0,automatic,SUV,pa,14.0,3,6,27,0,2087,6,110000-120000
6647,6647,441729,2875,2006.0,volvo,s60 turbo,excellent,5 cylinders,72000.0,automatic,sedan,pa,14.0,3,5,2,0,2088,0,70000-80000
6648,6648,441730,2700,2008.0,kia,rio sx hatchback,excellent,4 cylinders,101000.0,automatic,hatchback,pa,12.0,3,4,27,0,2089,1,100000-110000
